URL,Name,Address,Website,Phone,Store_Type,Operating_Status,Operating_Hours,Rating,Permanently_Closed,Latitude,Longitude,search_name
https://www.google.com/maps/place/Delhi+-+Barakhamba+International+Education+Career+Launcher+Center/data=!4m7!3m6!1s0x390cfd6fad6e2917:0xa37a59502520406b!8m2!3d28.6296381!4d77.2257202!16s%2Fg%2F11tdtbzwyd!19sChIJFylurW_9DDkRa0AgJVBZeqM?authuser=0&hl=en&rclk=1,Delhi - Barakhamba International Education Career Launcher Center,"FLAT NO - D GROUND FLOOR DCM BUILDING at 16, Barakhamba Rd, New Delhi, Delhi 110001",https://www.careerlauncher.com/barakhamba-center/,0890936601,Coaching Center,Open,Closes 8 pm,4.8,No,28.6296381,77.2257202
https://www.google.com/maps/place/IELTS+Coaching/data=!4m7!3m6!1s0x390cfdc986a3a7bd:0x4a4982d184f40d72!8m2!3d28.6291627!4d77.2249081!16s%2Fg%2F11h2l33jjp!19sChIJvaejhsn9DDkRcg30hNGCSUo?authuser=0&hl=en&rclk=1,IELTS Coaching,"811, Arunachal building, beside metro gate, no 4, Barakhamba Rd, Connaught Place, Delhi 110001",Not Found,0956011096,Coaching Center,Open,Closes 7 pm,4.9,No,28.6291627,77.2249081
https://www.google.com/maps/place/Global+Creed/data=!4m7!3m6!1s0x390cfd3690d63b29:0x8cc8f007c2fe254b!8m2!3d28.6325973!4d77.2174089!16s%2Fg%2F11vptxz2y4!19sChIJKTvWkDb9DDkRSyX-wgfwyIw?authuser=0&hl=en&rclk=1,Global Creed,"First Floor, A BlockConnaught Place, A 25/36, Middle Cir, near Rama house, Block A, Connaught Place, New Delhi, Delhi 110001",https://www.globalcreed.in/,0971738608,Education center,Open,Closes 10 pm,4.9,No,28.6325973,77.2174089
https://www.google.com/maps/place/Zenit+Excelencia/data=!4m7!3m6!1s0x390d190d8c15ea3f:0x58342b427226f037!8m2!3d28.6277705!4d77.2217526!16s%2Fg%2F11h89djz8c!19sChIJP-oVjA0ZDTkRN_AmckIrNFg?authuser=0&hl=en&rclk=1,Zenit Excelencia,"602, Block A Naurang House, 21, KG Marg, Connaught Place, New Delhi, Delhi 110001",https://www.zenitexcelencia.com/,0971163047,Educational institution,Open,Closes 7 pm,4.8,No,28.6277705,77.2217526
"https://www.google.com/maps/place/Oracle+International+Language+Institute+-+Best+Ielts,+English,French,German,Spanish,Arabic,Chinese,+Korean+Classes+in+Delhi/data=!4m7!3m6!1s0x390cfd49ce5d563b:0x76933fe29809ad22!8m2!3d28.6329264!4d77.2222289!16s%2Fg%2F11fyz99r40!19sChIJO1Zdzkn9DDkRIq0JmOI_k3Y?authuser=0&hl=en&rclk=1","Oracle International Language Institute - Best Ielts, English,French,German,Spanish,Arabic,Chinese, Korean Classes in Delhi","Gate No. 4, Metro Station, 3rd Floor, Mythri House, M, 5A, Middle Cir, near Rajiv Chowk, Connaught Place, New Delhi, Delhi 110001",http://www.oracleglobaleducation.com/,0995398828,Language school,Open,Closes 8 pm,4.8,No,28.6329264,77.2222289
https://www.google.com/maps/place/British+Council/data=!4m7!3m6!1s0x390cfd337dcfbf97:0x85ce45e0a4f972e6!8m2!3d28.6271013!4d77.2225856!16s%2Fg%2F1td5pnk8!19sChIJl7_PfTP9DDkR5nL5pOBFzoU?authuser=0&hl=en&rclk=1,British Council,"17, KG Marg, Atul Grove Road, Janpath, Connaught Place, New Delhi, Delhi 110001",https://www.britishcouncil.in/,01169032222,English language school,Open,Closes 6 pm,4.3,No,28.6271013,77.2225856
https://www.google.com/maps/place/Canadian+Education+Centre/data=!4m7!3m6!1s0x390cfd32312def79:0xecef531a311ad995!8m2!3d28.6293059!4d77.2237649!16s%2Fg%2F1tdb76df!19sChIJee8tMTL9DDkRldkaMRpT7-w?authuser=0&hl=en&rclk=1,Canadian Education Centre,"#809, 8th Floor, Indraprakash Building, 21 Barakhmba Road, Connaught Place, New Delhi, Delhi 110001",http://canadianeducationcentre.com/,0987136761,Consultant,Open,Closes 5 pm,5.0,No,28.6293059,77.2237649
https://www.google.com/maps/place/Verbalhub/data=!4m7!3m6!1s0x390cfd67785cfc07:0x8e60f4e264df069e!8m2!3d28.6446855!4d77.2012267!16s%2Fg%2F11q499vn6v!19sChIJB_xceGf9DDkRngbfZOL0YI4?authuser=0&hl=en&rclk=1,Verbalhub,"Office 1 Ground Floor, Moti Bhawan, 2E/6, Block E 2, Jhandewalan Extension, Karol Bagh, New Delhi, Delhi 110055",https://www.verbalhub.com/,0782704035,Education center,Open,Not Found,4.8,No,28.6446855,77.2012267
https://www.google.com/maps/place/BRAHMANAND+ENGLISH+ACADEMY/data=!4m7!3m6!1s0x390cfcac8a28d79f:0x69a27dc7dbf7adfc!8m2!3d28.6307754!4d77.2776882!16s%2Fg%2F11dztq5p0n!19sChIJn9coiqz8DDkR_K3328d9omk?authuser=0&hl=en&rclk=1,BRAHMANAND ENGLISH ACADEMY,"Office No 107, L-46, Vikas Marg, Veer Savarkar Block, Block D, Laxmi Nagar, New Delhi, Delhi, 110092",https://brahmanandenglish.com/,0783807579,Coaching Center,Open,Closes 8 pm,4.8,No,28.6307754,77.2776882
https://www.google.com/maps/place/Verbalhub/data=!4m7!3m6!1s0x390cfd67785cfc07:0x8e60f4e264df069e!8m2!3d28.6446855!4d77.2012267!16s%2Fg%2F11q499vn6v!19sChIJB_xceGf9DDkRngbfZOL0YI4?authuser=0&hl=en&rclk=1,Verbalhub,"Office 1 Ground Floor, Moti Bhawan, 2E/6, Block E 2, Jhandewalan Extension, Karol Bagh, New Delhi, Delhi 110055",https://www.verbalhub.com/,0782704035,Education center,Open,Not Found,4.8,No,28.6446855,77.2012267
https://www.google.com/maps/place/Cambridge+English+Academy+%28+CEA+%29+India+Pvt.Ltd/data=!4m7!3m6!1s0x390cfcaef98d7baf:0xab9e79af8102fc2d!8m2!3d28.6322406!4d77.2800809!16s%2Fg%2F1vj5ylp4!19sChIJr3uN-a78DDkRLfwCga95nqs?authuser=0&hl=en&rclk=1,Cambridge English Academy ( CEA ) India Pvt.Ltd,"H-58 , 1st Floor, Main, Vikas Marg, above Sbi Bank, opp. Metro Pillar Number 37, Laxmi Nagar, Delhi, 110092",https://cambridgeenglishacademy.com/,0966772814,Coaching Center,Open,Closes 8 pm,4.8,No,28.6322406,77.2800809
https://www.google.com/maps/place/Essence+Point%7CIELTS%7CPTE%7CGERMAN%7CCoaching+Classes+in+Laxminagar/data=!4m7!3m6!1s0x390cfd0dc6fe18ad:0x8f5a6d2e02e33538!8m2!3d28.6345999!4d77.2843631!16s%2Fg%2F11gk10t8nn!19sChIJrRj-xg39DDkRODXjAi5tWo8?authuser=0&hl=en&rclk=1,Essence Point|IELTS|PTE|GERMAN|Coaching Classes in Laxminagar,"Metro Pillar No 55, Metro Station Laxmi Nagar, Block DA-10 2nd floor Shakarpur, Main Rd, near Goverment No.1 School Nirman Vihar, Laxmi Nagar, Delhi, 110092",https://essencepoint.in/,0875017278,Coaching Center,Open,Closes 8 pm,4.8,No,28.6345999,77.2843631
"https://www.google.com/maps/place/Jamboree+Education+:-+New+Friends+Colony+Center,+Delhi/data=!4m7!3m6!1s0x390ce34e43f02297:0x983278db8dbfb795!8m2!3d28.5716165!4d77.2664424!16s%2Fg%2F1vnrjd86!19sChIJlyLwQ07jDDkRlbe_jdt4Mpg?authuser=0&hl=en&rclk=1","Jamboree Education :- New Friends Colony Center, Delhi","No 138-A, 3rd Floor, Baba Estate, Taimoor Nagar, New Friends Colony, New Delhi, Delhi 110065",https://www.jamboreeindia.com/,0999936948,Educational consultant,Open,Closes 8 pm,4.7,No,28.5716165,77.2664424
https://www.google.com/maps/place/IELTS+Coaching/data=!4m7!3m6!1s0x390ce3150ae52a5b:0xf21867b6d6b620de!8m2!3d28.5692956!4d77.2440347!16s%2Fg%2F11n0b98c1y!19sChIJWyrlChXjDDkR3iC21rZnGPI?authuser=0&hl=en&rclk=1,IELTS Coaching,"2nd Floor, L-102, Block I, Lajpat Nagar II, Lajpat Nagar, New Delhi, Delhi 110024",Not Found,Phone Number Not Found,Coaching Center,Open,Closes 8 pm,4.3,No,28.5692956,77.2440347
https://www.google.com/maps/place/The+Study+Arena/data=!4m7!3m6!1s0x390d1ded77c40dab:0x2e955490a4bb92d!8m2!3d28.5660113!4d77.1868316!16s%2Fg%2F11f3v2_bpf!19sChIJqw3Ed-0dDTkRLblLCklV6QI?authuser=0&hl=en&rclk=1,The Study Arena,"G-8 Building No-135 Near Kuan And Pipal Mahadev Mandir Mohammadpur, Bhikaji Cama Place, New Delhi, Delhi 110066",http://www.thestudyarena.in/,0837681999,Private Tutor,Open,Closes 10 pm,4.8,No,28.5660113,77.1868316
https://www.google.com/maps/place/International+Placewell+Consultants+Pvt.+Ltd.+%28IPC%29/data=!4m7!3m6!1s0x390d1d841aaaaaab:0x4af46a680dc41fc3!8m2!3d28.5692448!4d77.1872381!16s%2Fg%2F1whdgr0x!19sChIJq6qqGoQdDTkRwx_EDWhq9Eo?authuser=0&hl=en&rclk=1,International Placewell Consultants Pvt. Ltd. (IPC),"601, Bhikaji Cama Bhawan, Bhikaji Cama Place, Rama Krishna Puram, New Delhi, Delhi 110066",http://www.educationoverseas.com/,0981000511,Educational consultant,Open,Closes 6 pm,4.7,No,28.5692448,77.1872381
https://www.google.com/maps/place/American+Institute+of+English+Language+Pvt.+Ltd./data=!4m7!3m6!1s0x390ce25eaf9c7ddb:0x8adf033e690d6828!8m2!3d28.5700013!4d77.2198247!16s%2Fg%2F12h_csggs!19sChIJ232cr17iDDkRKGgNaT4D34o?authuser=0&hl=en&rclk=1,American Institute of English Language Pvt. Ltd.,"E-20 First floor, South Extension I, Block E, New Delhi, Delhi 110049",http://www.americaninstitutedelhi.in/,0925072341,English language school,Open,Closes 8:30 pm,4.8,No,28.5700013,77.2198247
https://www.google.com/maps/place/Colluni+overseas+education+-+Best+Study+Abroad+Consultants+in+Delhi/data=!4m7!3m6!1s0x390d1d86abfaaaab:0x3eb037434ecd6497!8m2!3d28.5691583!4d77.1877843!16s%2Fg%2F11gd3bkv3d!19sChIJq6r6q4YdDTkRl2TNTkM3sD4?authuser=0&hl=en&rclk=1,Colluni overseas education - Best Study Abroad Consultants in Delhi,"UG - 33, Ansal Chamber -1, Bhikaji Cama Place, Rama Krishna Puram, New Delhi, Delhi 110066",https://www.colluni.com/,0931928307,Educational consultant,Open,Closes 6 pm,4.9,No,28.5691583,77.1877843
https://www.google.com/maps/place/Linguistic+Academy/data=!4m7!3m6!1s0x390d1d9615d3c441:0x7cef5b06df43ed48!8m2!3d28.5571776!4d77.1724888!16s%2Fg%2F1ptxpqb2l!19sChIJQcTTFZYdDTkRSO1D3wZb73w?authuser=0&hl=en&rclk=1,Linguistic Academy,"104, First Floor, Laxman Plaza, D211, Palam Marg, near Bank of Baroda, Baba Gangnath Market, Munirka, New Delhi, Delhi 110067",Not Found,0844779066,Language school,Open,Closes 9 pm,4.7,No,28.5571776,77.1724888
https://www.google.com/maps/place/collegepartner.in/data=!4m7!3m6!1s0x390d1d8414b00001:0x320754a56adcf7b2!8m2!3d28.5677649!4d77.187382!16s%2Fg%2F11kr9k8kj4!19sChIJAQCwFIQdDTkRsvfcaqVUBzI?authuser=0&hl=en&rclk=1,collegepartner.in,"II, 6, Ansal Chamber-2, Bhikaji Cama Place, Rama Krishna Puram, New Delhi, Delhi 110066",http://collegepartner.in/,0971732186,Educational consultant,Open,Closes 6 pm,5.0,No,28.5677649,77.187382
https://www.google.com/maps/place/Achiever%27s+Point/data=!4m7!3m6!1s0x390d030d1e116a3f:0xfaaa47f3feb6de13!8m2!3d28.5509312!4d77.2048839!16s%2Fg%2F1tf6_9vn!19sChIJP2oRHg0DDTkRE962_vNHqvo?authuser=0&hl=en&rclk=1,Achiever's Point,"G-4, near PNB Bank, Hauz Khas Market, Kharera, Hauz Khas, New Delhi, Delhi 110016",https://achieverspoint.com/,0989900412,Coaching Center,Open,Closes 6 pm,4.7,No,28.5509312,77.2048839
https://www.google.com/maps/place/PHOENIX+ACADEMIA/data=!4m7!3m6!1s0x390ce3277c834719:0xace8ce6309fb80c1!8m2!3d28.5418375!4d77.2036432!16s%2Fg%2F11fphhk5v5!19sChIJGUeDfCfjDDkRwYD7CWPO6Kw?authuser=0&hl=en&rclk=1,PHOENIX ACADEMIA,"58/1, Kalu Sarai, opp. sarvpriya vihar, Vijay Mandal Enclave, Kalu Sarai, New Delhi, Delhi 110016",Not Found,0770398500,Coaching Center,Open,Closes 9 pm,4.9,No,28.5418375,77.2036432
https://www.google.com/maps/place/Onwardo+IMS+Manya+The+Princeton+Review/data=!4m7!3m6!1s0x390ce173002f789b:0x1acc433094fd2530!8m2!3d28.5500421!4d77.2511543!16s%2Fg%2F1tk61h62!19sChIJm3gvAHPhDDkRMCX9lDBDzBo?authuser=0&hl=en&rclk=1,Onwardo IMS Manya The Princeton Review,"Unit number 5A & 5B, Ground Floor Satyam Cineplex Complex, 45, Nehru Place, New Delhi, Delhi 110019",https://www.manyagroup.com/,0766929537,Educational consultant,Open,Opens 10 am,4.6,No,28.5500421,77.2511543
