URL,Name,Address,Website,Phone,Store_Type,Operating_Status,Operating_Hours,Rating,Permanently_Closed,Latitude,Longitude
https://www.google.com/maps/place/British+Study+Mart/data=!4m7!3m6!1s0x390d049fdba55579:0xb3d0d2c661c6d73a!8m2!3d28.6372269!4d77.0999768!16s%2Fg%2F11b8t787rc!19sChIJeVWl258EDTkROtfGYcbS0LM?authuser=0&hl=en&rclk=1,British Study Mart,"36/1 First floor, Block 36, Ashok Nagar, New Delhi, Delhi, 110018",http://www.britishstudymart.com/,0837681235,Coaching Center,Open,Closes 8 pm,4.8,No,0,77.0999768
https://www.google.com/maps/place/Seek+Academy/data=!4m7!3m6!1s0x390d04a13abfc737:0x8b63fcd699a7e603!8m2!3d28.6326483!4d77.0983244!16s%2Fg%2F12hl50bdl!19sChIJN8e_OqEEDTkRA-anmdb8Y4s?authuser=0&hl=en&rclk=1,Seek Academy,"D-138, Jail Rd, near Gurudwara, Block D, Gopal Nagar, Fateh Nagar, New Delhi, Delhi, 110058",https://seekacademy.in/,0858888067,Educational institution,Open,Closes 6 pm,4.7,No,28.6326483,77.0983244
https://www.google.com/maps/place/Study+Smart+-+Study+Abroad+Consultancy+%26+Classroom+IELTS+Coaching+in+Delhi/data=!4m7!3m6!1s0x390ce25da9f07291:0xd2983a4bc399f4b9!8m2!3d28.534164!4d77.242784!16s%2Fg%2F1ptz53z8t!19sChIJkXLwqV3iDDkRufSZw0s6mNI?authuser=0&hl=en&rclk=1,Study Smart - Study Abroad Consultancy & Classroom IELTS Coaching in Delhi,"Third Floor, M-10, Block M, Greater Kailash II, Greater Kailash, New Delhi, Delhi 110048",https://www.studysmart.co.in/?utm_source=GMB&utm_medium=Organic&utm_campaign=Delhi,0951323815,Educational consultant,Open,Closes 7 pm,4.7,No,28.534164,77.242784
https://www.google.com/maps/place/GEETA+KHURANA+CAMPUS+%7C+BEST+IELTS+COACHING+CENTER+IN+JANAKPURI+%7CTILAK+NAGAR+%7CRAJOURI+GARDEN%7C+DELHI%7C+IELTS+INSTITUTE/data=!4m7!3m6!1s0x390d0498b8726423:0x267e04ffdca1d545!8m2!3d28.6360925!4d77.0956248!16s%2Fg%2F11f0l3zqxx!19sChIJI2RyuJgEDTkRRdWh3P8EfiY?authuser=0&hl=en&rclk=1,GEETA KHURANA CAMPUS | BEST IELTS COACHING CENTER IN JANAKPURI |TILAK NAGAR |RAJOURI GARDEN| DELHI| IELTS INSTITUTE,"1st Floor, gate no.4, metro station, 15/4, opposite tilak nagar, Prem Nagar, Janakpuri, New Delhi, Delhi, 110058",https://geetakhuranacampus.co.in/,0981084004,Educational institution,Open,Closes 9 pm,4.8,No,28.6360925,77.0956248
https://www.google.com/maps/place/IELTS+Coaching/data=!4m7!3m6!1s0x390cfdc986a3a7bd:0x4a4982d184f40d72!8m2!3d28.6291627!4d77.2249081!16s%2Fg%2F11h2l33jjp!19sChIJvaejhsn9DDkRcg30hNGCSUo?authuser=0&hl=en&rclk=1,IELTS Coaching,"811, Arunachal building, beside metro gate, no 4, Barakhamba Rd, Connaught Place, Delhi 110001",Not Found,0956011096,Coaching Center,Open,Closes 7 pm,4.9,No,28.6291627,77.2249081
https://www.google.com/maps/place/Verbalhub/data=!4m7!3m6!1s0x390cfd67785cfc07:0x8e60f4e264df069e!8m2!3d28.6446855!4d77.2012267!16s%2Fg%2F11q499vn6v!19sChIJB_xceGf9DDkRngbfZOL0YI4?authuser=0&hl=en&rclk=1,Verbalhub,"Office 1 Ground Floor, Moti Bhawan, 2E/6, Block E 2, Jhandewalan Extension, Karol Bagh, New Delhi, Delhi 110055",https://www.verbalhub.com/,0782704035,Education center,Open,Not Found,4.8,No,28.6446855,77.2012267
https://www.google.com/maps/place/EDIA/data=!4m7!3m6!1s0x390cfb3e3f468a1d:0xa20aa5a10c9de3f7!8m2!3d28.6822709!4d77.3127341!16s%2Fg%2F11fmlwl3fp!19sChIJHYpGPz77DDkR9-OdDKGlCqI?authuser=0&hl=en&rclk=1,EDIA,"81-A, Pocket-A, Block A, Dilshad Garden, Delhi, 110095",https://edia1.co.in/,0981199158,Coaching Center,Open,Closes 8:30 pm,4.9,No,28.6822709,77.3127341
https://www.google.com/maps/place/Cambridge+English+Academy+%28+CEA+%29+India+Pvt.Ltd/data=!4m7!3m6!1s0x390cfcaef98d7baf:0xab9e79af8102fc2d!8m2!3d28.6322406!4d77.2800809!16s%2Fg%2F1vj5ylp4!19sChIJr3uN-a78DDkRLfwCga95nqs?authuser=0&hl=en&rclk=1,Cambridge English Academy ( CEA ) India Pvt.Ltd,"H-58 , 1st Floor, Main, Vikas Marg, above Sbi Bank, opp. Metro Pillar Number 37, Laxmi Nagar, Delhi, 110092",https://cambridgeenglishacademy.com/,0966772814,Coaching Center,Open,Closes 8 pm,4.8,No,28.6322406,77.2800809
https://www.google.com/maps/place/British+St.+Columbia+Academy+Best+IELTS+%2F+Spoken+English+%2F+French+%2F+German+%2F+Spanish+and+computer+classes+in+Delhi/data=!4m7!3m6!1s0x390d035d0aaec5e7:0x976441d3732d55b2!8m2!3d28.6331296!4d77.0977798!16s%2Fg%2F11c1xdxz77!19sChIJ58WuCl0DDTkRslUtc9NBZJc?authuser=0&hl=en&rclk=1,British St. Columbia Academy Best IELTS / Spoken English / French / German / Spanish and computer classes in Delhi,"First Floor, E-31 A, Jail Rd, opposite to standard Burfee, Pocket 8, Block E, Gurunanak Pura, Tilak Nagar, New Delhi, Delhi, 110058",http://www.bsca.in/,0847004222,Training center,Open,Closes 9 pm,4.9,No,28.6331296,77.0977798
https://www.google.com/maps/place/LearninGuru+%7C+Study+Abroad+and+Immigration+Consultancy/data=!4m7!3m6!1s0x390ce25b1263dab5:0x78832fc12ef6ae66!8m2!3d28.6055099!4d77.2943306!16s%2Fg%2F11b6sj_mrj!19sChIJtdpjElviDDkRZq72LsEvg3g?authuser=0&hl=en&rclk=1,LearninGuru | Study Abroad and Immigration Consultancy,"Office No. 16, floor 21, Gold Tower, Wave One, Pocket 5, Sector 18, Mayur Vihar, Noida, Delhi, Uttar Pradesh 201301",https://learninguru.com/,0991036703,Educational institution,Open,Closes 7 pm,4.9,No,28.6055099,77.2943306
